ISIN,SYMBOL,SERIES,TYPE,HAIRCUT
INF247L01585,DEGPGG,GR,OMF,7.5
INF247L01593,DEQDD,DP,OMF,7.5
INF247L01619,DEQDR,DR,OMF,7.5
INF740K01K99,DPDYADMDP,DP,OMF,7.5
INF740K01L07,DPDYADMDR,DR,OMF,7.5
INF740KA1DO2,DSPAFDDP,DP,OMF,7.5
INF740KA1DP9,DSPAFDDR,DR,OMF,7.5
INF740KA1DN4,DSPAFDGR,GR,OMF,7.5
INF740KA1DQ7,DSPAFDMP,DP,OMF,7.5
INF740KA1DR5,DSPAFDMR,DR,OMF,7.5
INF740KA1DJ2,DSPAFRDP,DP,OMF,7.5
INF740KA1DK0,DSPAFRDR,DR,OMF,7.5
INF740KA1DI4,DSPAFRGR,GR,OMF,7.5
INF740KA1DL8,DSPAFRMP,DP,OMF,7.5
INF740KA1DM6,DSPAFRMR,DR,OMF,7.5
INF740K01NZ1,DSPBLDDP,DP,OMF,7.5
INF740K01OA2,DSPBLDDR,DR,OMF,7.5
INF740K01NY4,DSPBLDGR,GR,OMF,7.5
INF740K01ZW2,DSPBPDDGR,GR,OMF,7.5
INF740K01ZU6,DSPBPDRDP,DP,OMF,7.5
INF740K01ZV4,DSPBPDRDR,DR,OMF,7.5
INF740K01ZP6,DSPBPDRG,GR,OMF,7.5
INF740K01318,DSPBRBALF,GR,OMF,7.5
INF740K01326,DSPBRBALF,DP,OMF,7.5
INF740K01334,DSPBRBALF,DR,OMF,7.5
INF740K01011,DSPBREF,DP,OMF,8.5
INF740K01037,DSPBREF,GR,OMF,8.5
INF740K01029,DSPBREF,DR,OMF,8.5
INF740K01532,DSPBRF25,GR,OMF,7.5
INF740K01540,DSPBRF25,DP,OMF,7.5
INF740K01AC7,DSPBRF25,DR,OMF,7.5
INF740K01151,DSPBRITF,GR,OMF,7.5
INF740K01136,DSPBRITF,DP,OMF,7.5
INF740K01144,DSPBRITF,DR,OMF,7.5
INF740K01FK9,DSPBRLIGF,GR,GMF,10
INF740K01797,DSPBRMCF,GR,OMF,7.5
INF740K01805,DSPBRMCF,DP,OMF,7.5
INF740K01AM6,DSPBRMCF,DR,OMF,7.5
INF740K01MK5,DSPBRMDF,DP,OMF,7.5
INF740K01QQ3,DSPBRMMF,GR,OMF,7.5
INF740K01QS9,DSPBRMMF,DP,OMF,7.5
INF740K01QR1,DSPBRMMF,DR,OMF,7.5
INF740K01094,DSPBROF,GR,OMF,7.5
INF740K01078,DSPBROF,DP,OMF,7.5
INF740K01086,DSPBROF,DR,OMF,7.5
INF740K01128,DSPBRSMF,GR,OMF,7.5
INF740K01102,DSPBRSMF,DP,OMF,7.5
INF740K01110,DSPBRSMF,DR,OMF,7.5
INF740K01649,DSPBRSTDF,DP,OMF,7.5
INF740K01AF0,DSPBRSTDF,DR,OMF,7.5
INF740K01656,DSPBRSTF,GR,OMF,7.5
INF740K01664,DSPBRSTMDF,DP,OMF,7.5
INF740K01AG8,DSPBRSTMDF,DR,OMF,7.5
INF740K01714,DSPBRTBF,GR,GMF,10
INF740K01243,DSPBRTEF,GR,OMF,8.5
INF740K01227,DSPBRTEF,DP,OMF,8.5
INF740K01235,DSPBRTEF,DR,OMF,8.5
INF740K01185,DSPBRTSF,GR,OMF,7.5
INF740K01169,DSPBRTSF,DP,OMF,7.5
INF740K01177,DSPBRTSF,DR,OMF,7.5
INF740KA1KE8,DSPCBDGR,GR,OMF,7.5
INF740KA1KH1,DSPCBDMP,DP,OMF,7.5
INF740KA1KI9,DSPCBDMR,DR,OMF,7.5
INF740KA1JX0,DSPCBRGR,GR,OMF,7.5
INF740K01K65,DSPDAAFRDP,DP,OMF,7.5
INF740K01K73,DSPDAAFRDR,DR,OMF,7.5
INF740K01K57,DSPDAAFRG,GR,OMF,7.5
INF740K01K81,DSPDYADGR,GR,OMF,7.5
INF740K01PJ0,DSPEQDDP,DP,OMF,7.5
INF740K01PK8,DSPEQDDR,DR,OMF,7.5
INF740K01PI2,DSPEQDGR,GR,OMF,7.5
INF740K01OC8,DSPF25DDP,DP,OMF,7.5
INF740K01OD6,DSPF25DDR,DR,OMF,7.5
INF740K01OB0,DSPF25DGR,GR,OMF,7.5
INF740KA1LH9,DSPHCDDP,DP,OMF,7.5
INF740KA1LI7,DSPHCDDR,DR,OMF,7.5
INF740KA1LG1,DSPHCDGR,GR,OMF,7.5
INF740KA1LE6,DSPHCRDP,DP,OMF,7.5
INF740KA1LF3,DSPHCRDR,DR,OMF,7.5
INF740KA1LD8,DSPHCRGR,GR,OMF,7.5
INF740K01QL4,DSPLQDGR,GR,GMF,10
INF740K01QE9,DSPMCRDDP,DP,OMF,7.5
INF740K01QF6,DSPMCRDDR,DR,OMF,7.5
INF740K01QD1,DSPMCRDGR,GR,OMF,7.5
INF740K01ON5,DSPMNYDGR,GR,OMF,7.5
INF740KA1MC8,DSPONDGR,GR,GMF,10
INF740KA1MB0,DSPONRGR,GR,GMF,10
INF740K01PM4,DSPOPPDDP,DP,OMF,7.5
INF740K01PN2,DSPOPPDDR,DR,OMF,7.5
INF740K01PL6,DSPOPPDGR,GR,OMF,7.5
INF740K01PY9,DSPSMCDDP,DP,OMF,7.5
INF740K01PZ6,DSPSMCDDR,DR,OMF,7.5
INF740K01PX1,DSPSMCDGR,GR,OMF,7.5
INF740K01NJ5,DSPSTDGR,GR,OMF,7.5
INF740K01OL9,DSPTAXDDP,DP,OMF,7.5
INF740K01OK1,DSPTAXDGR,GR,OMF,7.5
INF740K01PV5,DSPTGRDDP,DP,OMF,7.5
INF740K01PW3,DSPTGRDDR,DR,OMF,7.5
INF740K01PU7,DSPTGRDGR,GR,OMF,7.5
INF740K01PS1,DSPTOPDDP,DP,OMF,7.5
INF740K01PT9,DSPTOPDDR,DR,OMF,7.5
INF740K01PR3,DSPTOPDGR,GR,OMF,7.5
INF740K01NU2,DSPTREDGR,GR,GMF,10
INF740K013Q1,DSPUSTDGR,GR,OMF,7.5
INF740K018P2,DSPUSTRGR,GR,OMF,7.5
INF740K019P0,DSPUSTRMDP,DP,OMF,7.5
INF740K010Q7,DSPUSTRMDR,DR,OMF,7.5
INF754K01285,EARE,GR,OMF,7.5
INF754K01251,EARE,DP,OMF,7.5
INF754K01269,EARE,DR,OMF,7.5
INF903J01PP3,EMDDP,DP,OMF,7.5
INF903J01PQ1,EMDDP,DR,OMF,7.5
INF754K01HW1,EMFARBMDDP,DP,OMF,7.5
INF754K01HX9,EMFARBMDDR,DR,OMF,7.5
INF754K01HT7,EMFARBMDRP,DP,OMF,7.5
INF754K01HU5,EMFARBMDRR,DR,OMF,7.5
INF754K01IH0,EMFDARMDDP,DP,OMF,7.5
INF754K01II8,EMFDARMDDR,DR,OMF,7.5
INF754K01IK4,EMFDARMDRP,DP,OMF,7.5
INF754K01IL2,EMFDARMDRR,DR,OMF,7.5
INF754K01GP7,EMFLIQDDDR,DR,GMF,10
INF754K01GM4,EMFLIQDGP,GR,GMF,10
INF754K01GZ6,EMFLIQDRGR,GR,GMF,10
INF754K01HA7,EMFLIQRDDR,DR,GMF,10
INF754K01LI2,EMFO25DRGP,GR,OMF,7.5
INF754K01LH4,EMFO25RPDP,DR,OMF,7.5
INF754K01LF8,EMFO25RPDR,GR,OMF,7.5
INF754K01LG6,EMFO25RPGP,DP,OMF,7.5
INF754K01KZ8,EMFO30DRDP,DP,OMF,7.5
INF754K01LA9,EMFO30DRDR,DR,OMF,7.5
INF754K01KY1,EMFO30DRGP,GR,OMF,7.5
INF754K01KX3,EMFO30RPDP,DR,OMF,7.5
INF754K01KV7,EMFO30RPDR,GR,OMF,7.5
INF754K01KW5,EMFO30RPGP,DP,OMF,7.5
INF903J01PR9,EMGPD,GR,OMF,7.5
INF789F01TF7,ETD2G,GR,OMF,7.5
INF754K01LB7,EUSTCDRG,GR,OMF,7.5
INF754K01LC5,EUSTCRRG,GR,OMF,7.5
INF917K01TW9,FCADP,DP,OMF,7.5
INF917K01TV1,FCPAD,DR,OMF,7.5
INF917K01LA2,FCPED,DR,OMF,7.5
INF917K01LB0,FCPEG,GR,OMF,7.5
INF917K01KZ1,FCPEP,DP,OMF,7.5
INF917K01KY4,FCPMD,GR,OMF,7.5
INF917K01KX6,FCPMG,DR,OMF,7.5
INF917K01KW8,FCPMP,DP,OMF,7.5
INF677K01056,FEF-D,DR,OMF,8.5
INF677K01031,FEF-G,GR,OMF,8.5
INF677K01049,FEF-P,DP,OMF,8.5
INF090I01JP4,FFUSOFDDP,DP,OMF,7.5
INF090I01JQ2,FFUSOFDDR,DR,OMF,7.5
INF090I01JR0,FFUSOFDGR,GR,OMF,7.5
INF090I01EV3,FFUSOFDP,DP,OMF,7.5
INF090I01EU5,FFUSOFDR,DR,OMF,7.5
INF090I01EW1,FFUSOFGR,GR,OMF,7.5
INF090I01FO5,FIBCFDDP,DP,OMF,7.5
INF090I01FP2,FIBCFDDR,DR,OMF,7.5
INF090I01FN7,FIBCFDGP,GR,OMF,7.5
INF090I01155,FIBCFDP,DP,OMF,8.5
INF090I01163,FIBCFDR,DR,OMF,8.5
INF090I01171,FIBCFGP,GR,OMF,8.5
INF090I01IL5,FIFCAPDDP,DP,OMF,7.5
INF090I01IM3,FIFCAPDDR,DR,OMF,7.5
INF090I01IN1,FIFCAPDGP,GR,OMF,7.5
INF090I01189,FIFCAPDP,DP,OMF,7.5
INF090I01197,FIFCAPDR,DR,OMF,7.5
INF090I01205,FIFCAPGP,GR,OMF,8.5
INF090I01IU6,FIHGCFDDP,DP,OMF,7.5
INF090I01IV4,FIHGCFDDR,DR,OMF,7.5
INF090I01IW2,FIHGCFDGP,GR,OMF,7.5
INF090I01965,FIHGCFDP,DP,OMF,7.5
INF090I01973,FIHGCFDR,DR,OMF,7.5
INF090I01981,FIHGCFGP,GR,OMF,7.5
INF090I01BA3,FILFDD,DR,GMF,10
INF090I01JW0,FILFDSIPDD,DR,GMF,10
INF090I01JX8,FILFDSIPDP,DP,GMF,10
INF090I01JY6,FILFDSIPDP,DR,GMF,10
INF090I01JV2,FILFDSIPGP,GR,GMF,10
INF090I01BB1,FILFGP,GR,GMF,10
INF090I01BF2,FILFSIPDD,DR,GMF,10
INF090I01BG0,FILFSIPGP,GR,GMF,10
INF090I01BM8,FILFSIPWDP,DP,GMF,10
INF090I01BH8,FILFSIPWDP,DR,GMF,10
INF090I01BL0,FILFWDP,DP,GMF,10
INF090I01BI6,FILFWDP,DR,GMF,10
INF090I01FI7,FIPFDDP,DP,OMF,7.5
INF090I01FJ5,FIPFDDR,DR,OMF,7.5
INF090I01FH9,FIPFDGP,GR,OMF,7.5
INF090I01726,FIPFDP,DP,OMF,7.5
INF090I01734,FIPFDR,DR,OMF,7.5
INF090I01809,FIPFGP,GR,OMF,7.5
INF090I01FL1,FIPPDDP,DP,OMF,7.5
INF090I01FM9,FIPPDDR,DR,OMF,7.5
INF090I01FK3,FIPPDGP,GR,OMF,7.5
INF090I01213,FIPPDP,DP,OMF,7.5
INF090I01221,FIPPDR,DR,OMF,7.5
INF090I01239,FIPPGP,GR,OMF,7.5
INF090I01IO9,FISCFDDP,DP,OMF,7.5
INF090I01IP6,FISCFDDR,DR,OMF,7.5
INF090I01IQ4,FISCFDGP,GR,OMF,7.5
INF090I01544,FISCFDP,DP,OMF,7.5
INF090I01551,FISCFDR,DR,OMF,7.5
INF090I01569,FISCFGP,GR,OMF,7.5
INF677K01114,FISSD,DR,OMF,7.5
INF677K01098,FISSG,GR,OMF,7.5
INF677K01106,FISSP,DP,OMF,7.5
INF090I01JT6,FITAXDDP,DP,OMF,7.5
INF090I01JU4,FITAXDDR,DR,OMF,7.5
INF090I01JS8,FITAXDGR,GR,OMF,7.5
INF090I01783,FITAXDP,DP,OMF,7.5
INF090I01791,FITAXDR,DR,OMF,100
INF090I01775,FITAXGR,GR,OMF,7.5
INF677K01015,FIVFD,DR,OMF,7.5
INF677K01023,FIVFG,GR,OMF,7.5
INF677K01213,FIVFP,DP,OMF,7.5
INF090I01GV8,FLDGP,GR,GMF,10
INF090I01BZ0,FLDP,DP,GMF,10
INF090I01BY3,FLDR,DR,GMF,10
INF090I01CA1,FLGP,GR,GMF,10
INF090I01LA2,FLMDP,DP,GMF,10
INF090I01LB0,FLMDR,DR,GMF,10
INF789F1ACR7,FRFRPADP,DP,OMF,7.5
INF789F1ACS5,FRFRPADR,DR,OMF,7.5
INF789F1ACV9,FRFRPFDP,DP,OMF,7.5
INF789F1ACW7,FRFRPFDR,DR,OMF,7.5
INF789F1ACO4,FRFRPGRO,GR,OMF,7.5
INF789F1ACP1,FRFRPQDP,DP,OMF,7.5
INF789F1ACQ9,FRFRPQDR,DR,OMF,7.5
INF789FA1O85,FSMDD,DP,OMF,7.5
INF789FA1O93,FSMDR,DR,OMF,7.5
INF677K01080,FTAFD,DR,OMF,100
INF677K01064,FTAFG,GR,OMF,7.5
INF677K01072,FTAFP,DP,OMF,7.5
INF090I01GA2,FTIBFDDP,DP,OMF,7.5
INF090I01GB0,FTIBFDDR,DR,OMF,7.5
INF090I01FZ1,FTIBFDGP,GR,OMF,7.5
INF090I01825,FTIBFDP,DP,OMF,7.5
INF090I01833,FTIBFDR,DR,OMF,7.5
INF090I01817,FTIBFGP,GR,OMF,7.5
INF194KA12K7,G326,DP,OMF,7.5
INF846K01X14,GAD1D,DP,OMF,7.5
INF846K01X22,GAD1R,DR,OMF,7.5
INF846K01X06,GADGG,GR,OMF,7.5
INF846K01X48,GADPD,DP,OMF,7.5
INF846K01X55,GADPR,DR,OMF,7.5
INF846K01X30,GAGPG,GR,OMF,7.5
INF789FB1T13,GEDDR,DR,GMF,10
INF200K01HB9,GOLDFOFDP,DP,OMF,7.5
INF200K01HC7,GOLDFOFDR,DR,OMF,7.5
INF200K01HA1,GOLDFOFGR,GR,OMF,7.5
INF179K01VM3,H01RTDR,DR,OMF,7.5
INF179K01VL5,H01TDP,DP,OMF,7.5
INF179K01UT0,H02TGR,GR,OMF,7.5
INF179K01WI9,H30TGR,GR,OMF,7.5
INF179K01YR6,H31RTDR,DR,OMF,7.5
INF179K01YQ8,H31TDP,DP,OMF,7.5
INF179K01YS4,H32TGR,GR,OMF,7.5
INF179K01YU0,H41RTDR,DR,OMF,7.5
INF179K01YT2,H41TDP,DP,OMF,7.5
INF179K01YV8,H44TGR,GR,OMF,7.5
INF179KB1HU9,H53TGR,GR,GMF,10
INF179K01VF7,H54TGR,GR,OMF,7.5
INF179KB1HT1,H57TGR,GR,GMF,10
INF179K01VH3,H60RTDR,DR,OMF,7.5
INF179K01VG5,H60TDP,DP,OMF,7.5
INF179K01VB6,H61RTDR,DR,OMF,7.5
INF179K01VA8,H61TDP,DP,OMF,7.5
INF179K01VC4,H62TGR,GR,OMF,7.5
INF179K01UU8,HAFGTGR,GR,OMF,7.5
INF179KA1IZ7,HBPGT,GR,OMF,7.5
INF769K01EB0,HCRDD,DP,OMF,7.5
INF769K01EC8,HCRDR,DR,OMF,7.5
INF769K01EA2,HCRGG,GR,OMF,7.5
INF179K01582,HDFC01,DP,OMF,8.5
INF179K01590,HDFC01D,DR,OMF,8.5
INF179K01608,HDFC02,GR,OMF,8.5
INF179K01897,HDFC29,DP,OMF,7.5
INF179K01905,HDFC29D,DR,OMF,7.5
INF179KA1NO1,HDFC29RT,DR,OMF,7.5
INF179KA1NP8,HDFC29T,DP,OMF,7.5
INF179K01913,HDFC30,GR,OMF,7.5
INF179K01AZ9,HDFC31,DP,OMF,7.5
INF179K01BA0,HDFC31D,DR,OMF,7.5
INF179K01BB8,HDFC32,GR,OMF,7.5
INF179K01BC6,HDFC41,DP,OMF,8.5
INF179K01BD4,HDFC41D,DR,OMF,8.5
INF179K01BE2,HDFC44,GR,OMF,8.5
INF179K01442,HDFC54,GR,OMF,7.5
INF179K01475,HDFC58,DP,OMF,7.5
INF179K01483,HDFC58D,DR,OMF,7.5
INF179K01434,HDFC59,DR,OMF,7.5
INF179K01459,HDFC60,DP,OMF,7.5
INF179K01467,HDFC60D,DR,OMF,7.5
INF179K01400,HDFC61,DP,OMF,7.5
INF179K01418,HDFC61D,DR,OMF,7.5
INF179K01426,HDFC62,GR,OMF,7.5
INF179K01327,HDFCAFRDQ,DP,OMF,7.5
INF179K01319,HDFCAFRG,GR,OMF,7.5
INF179KA1KO7,HDFCAFWDM,DP,OMF,7.5
INF179KA1KN9,HDFCAFWDM,DR,OMF,7.5
INF179KA1KM1,HDFCAFWDQ,DP,OMF,7.5
INF179KA1KL3,HDFCAFWDQ,DR,OMF,7.5
INF179KA1KQ2,HDFCAFWDT,DP,OMF,7.5
INF179KA1KP4,HDFCAFWDT,DR,OMF,7.5
INF179KA1KT6,HDFCAFWGT,GR,OMF,7.5
INF179KA1KS8,HDFCAFWMT,DP,OMF,7.5
INF179KA1KR0,HDFCAFWMT,DR,OMF,7.5
INF179K01814,HDFCGFD,DP,OMF,7.5
INF179K01822,HDFCGFDD,DR,OMF,7.5
INF179K01830,HDFCGFG,GR,OMF,7.5
INF179K01772,HDFCGLD,DP,GMF,10
INF179K01764,HDFCGLDR,DR,GMF,10
INF179K01756,HDFCGLG,GR,GMF,10
INF179K01LC5,HDFCGOLDFF,GR,OMF,7.5
INF179K01723,HDFCILR,DR,OMF,7.5
INF179K01715,HDFCISWDM,DP,OMF,7.5
INF179K01707,HDFCISWG,GR,OMF,7.5
INF179K01AB0,HDFCMILMD,DR,OMF,8.5
INF179K01AD6,HDFCMILQD,DR,OMF,8.5
INF179K01AE4,HDFCMILTG,GR,OMF,8.5
INF179K01AA2,HDFCMILTM,DP,OMF,8.5
INF179K01AC8,HDFCMILTQ,DP,OMF,8.5
INF179K01DE8,HDFCMTODR,DR,OMF,7.5
INF179K01AK1,HDFCMULD,DP,OMF,7.5
INF179K01AL9,HDFCMULDR,DR,OMF,7.5
INF179K01AM7,HDFCMULG,GR,OMF,7.5
INF179K01AQ8,HDFCPRED,DP,OMF,7.5
INF179K01AR6,HDFCPREDD,DR,OMF,7.5
INF179K01AS4,HDFCPREG,GR,OMF,7.5
INF179K01970,HDFCTPD,DP,OMF,7.5
INF179K01988,HDFCTPDR,DR,OMF,7.5
INF179K01996,HDFCTPG,GR,OMF,7.5
INF179K01VZ5,HGFDRTDR,DR,OMF,7.5
INF179K01VY8,HGFDTDP,DP,OMF,7.5
INF179K01WA6,HGFGTGR,GR,OMF,7.5
INF179K01VX0,HGFOFTGR,GR,OMF,7.5
INF179K01VT8,HGLDRTDR,DR,GMF,10
INF179K01VR2,HGLDTDP,DP,GMF,10
INF179K01VS0,HGLGTGR,GR,GMF,10
INF179KA1D90,HIFSTDPNDP,DP,OMF,7.5
INF179KA1D82,HIFSTDPNDR,DR,OMF,7.5
INF179KA1E16,HIFSTRPNDP,DP,OMF,7.5
INF179KA1E08,HIFSTRPNDR,DR,OMF,7.5
INF179K01KZ8,HINNP,GR,OMF,7.5
INF179K01WM1,HINNPT,GR,OMF,7.5
INF179K01LA9,HINSP,GR,OMF,7.5
INF179K01WN9,HINSPT,GR,OMF,7.5
INF179K01VO9,HISDMTDP,DP,OMF,7.5
INF179K01VP6,HISMRTDR,DR,OMF,7.5
INF179K01VQ4,HISWGTGR,GR,OMF,7.5
INF179KA1RR5,HLCFDDP,DP,OMF,7.5
INF179KA1RQ7,HLCFDG,GR,OMF,7.5
INF179KA1RU9,HLCFRDP,DP,OMF,7.5
INF179KA1RT1,HLCFRG,GR,OMF,7.5
INF179KB1IC5,HLFDDR,DR,GMF,10
INF179KB1HO2,HLFDMTDP,DP,GMF,10
INF179KB1HP9,HLFGTGR,GR,GMF,10
INF179KB1HQ7,HLFMRTDR,DR,GMF,10
INF179KB1HR5,HLQD53,GR,GMF,10
INF179KB1HS3,HLQD57,GR,GMF,10
INF179KB1HM6,HLQDLFDM,DP,GMF,10
INF179KB1HL8,HLQDLFDMR,DR,GMF,10
INF179KB1HK0,HLQDLFG,GR,GMF,10
INF179K01XO5,HMCODTDP,DP,OMF,7.5
INF179K01XQ0,HMCOGTGR,GR,OMF,7.5
INF179K01XP2,HMCORTDR,DR,OMF,7.5
INF179K01CS0,HMIDCAP-DP,DP,OMF,7.5
INF179K01CT8,HMIDCAP-DR,DR,OMF,7.5
INF179K01CR2,HMIDCAP-G,GR,OMF,8.5
INF179K01XG1,HMLMRTDR,DR,OMF,7.5
INF179K01XI7,HMLQRTDR,DR,OMF,7.5
INF179K01XE6,HMLTGTGR,GR,OMF,7.5
INF179K01XF3,HMLTMTDP,DP,OMF,7.5
INF179K01XH9,HMLTQTDP,DP,OMF,7.5
INF179K01DD0,HMTOD,DP,OMF,7.5
INF179K01XB2,HMTODTDP,DP,OMF,7.5
INF179K01DC2,HMTOG,GR,OMF,9.5
INF179K01XD8,HMTOGTGR,GR,OMF,7.5
INF179K01XC0,HMTORTDR,DR,OMF,7.5
INF179K01XR8,HMULDTDP,DP,OMF,7.5
INF179K01XT4,HMULGTGR,GR,OMF,7.5
INF179K01XS6,HMULRTDR,DR,OMF,7.5
INF179K01XX6,HPREDTDP,DP,OMF,7.5
INF179K01XZ1,HPREGTGR,GR,OMF,7.5
INF179K01XY4,HPRERTDR,DR,OMF,7.5
INF179KB1MG8,HRETEQR,GR,OMF,7.5
INF179KA1RX3,HSMCFDDP,DP,OMF,7.5
INF179KA1RY1,HSMCFDDR,DR,OMF,7.5
INF179KA1RW5,HSMCFDG,GR,OMF,7.5
INF179KA1SA9,HSMCFRDP,DP,OMF,7.5
INF179KA1SB7,HSMCFRDR,DR,OMF,7.5
INF179KA1RZ8,HSMCFRG,GR,OMF,7.5
INF179K01CV4,HSTOD,DP,OMF,7.5
INF179K01CU6,HSTOG,GR,OMF,7.5
INF179K01YM7,HSTOGTGR,GR,OMF,7.5
INF179KA1Q53,HSTOPDNDP,DP,OMF,7.5
INF179KA1Q79,HSTOPRNDP,DP,OMF,7.5
INF179K01WW0,HTPDRTDR,DR,OMF,7.5
INF179K01WV2,HTPDTDP,DP,OMF,7.5
INF179K01WX8,HTPGTGR,GR,OMF,7.5
INF179KB11R3,HUSTFRD,GR,OMF,7.5
INF179KB12R1,HUSTFRDR,DR,OMF,7.5
INF179KB16R2,HUSTFRMDD,DP,OMF,7.5
INF179KB15R4,HUSTFRMDR,DR,OMF,7.5
INF179KB14R7,HUSTFRWDD,DP,OMF,7.5
INF194KA1R28,ID305DP,DP,OMF,7.5
INF194KA1R36,ID305RDR,DR,OMF,7.5
INF194KA1R51,ID306DP,DP,OMF,7.5
INF194KA1R69,ID306RDR,DR,OMF,7.5
INF194K01W05,IDD202DR,DR,OMF,7.5
INF194K01W88,IDD204DR,DR,OMF,7.5
INF194K01W47,IDD206DR,DR,OMF,7.5
INF194K01Y86,IDD210DR,DR,OMF,7.5
INF194K010A2,IDD216DR,DR,OMF,7.5
INF194K01Y45,IDD224DR,DR,OMF,7.5
INF194K017G4,IDD281DR,DR,OMF,7.5
INF194K010N5,IDD282DR,DR,OMF,7.5
INF194K011N3,IDD283DR,DR,OMF,7.5
INF194K018M0,IDD284DP,DP,OMF,7.5
INF194KA1M23,IDD303GR,GR,OMF,7.5
INF194KA1S43,IDD305DP,DP,OMF,7.5
INF194KA1S50,IDD305RDR,DR,OMF,7.5
INF194K01K17,IDD68DP,DP,OMF,7.5
INF194K01K09,IDD68DR,DR,OMF,7.5
INF194K01N89,IDDDQBDP,DP,OMF,7.5
INF194K01N71,IDDDQBDR,DR,OMF,7.5
INF194K01M98,IDDFRDDR,DR,GMF,10
INF194K01U23,IDDSTDDP,DP,OMF,7.5
INF194K01U15,IDDSTDDR,DR,OMF,7.5
INF194K01U56,IDDSTFDP,DP,OMF,7.5
INF194K01U49,IDDSTFDR,DR,OMF,7.5
INF194K01524,IDFC201,GR,OMF,7.5
INF194K01532,IDFC202,DP,OMF,7.5
INF194K01540,IDFC202R,DR,OMF,7.5
INF194K01391,IDFC203,GR,OMF,8.5
INF194K01409,IDFC204,DP,OMF,7.5
INF194K01417,IDFC204R,DR,OMF,7.5
INF194K01466,IDFC205,GR,OMF,7.5
INF194K01474,IDFC206,DP,OMF,7.5
INF194K01482,IDFC206R,DR,OMF,7.5
INF194K01649,IDFC209,GR,OMF,7.5
INF194K01656,IDFC210,DP,OMF,7.5
INF194K01664,IDFC210R,DR,OMF,7.5
INF194K01342,IDFC215,GR,OMF,7.5
INF194K01359,IDFC216,DP,OMF,7.5
INF194K01367,IDFC216R,DR,OMF,7.5
INF194K01292,IDFC223,GR,OMF,7.5
INF194K01300,IDFC224,DP,OMF,7.5
INF194K01318,IDFC224R,DR,OMF,7.5
INF194K01JZ9,IDFC259,DP,OMF,7.5
INF194K01JY2,IDFC259R,DR,OMF,7.5
INF194K01SN6,IDFC280,GR,OMF,7.5
INF194K01SO4,IDFC281,DP,OMF,7.5
INF194K012D2,IDFC281R,DR,OMF,7.5
INF194K017M2,IDFC283R,DR,OMF,7.5
INF194K014M9,IDFC284,DP,OMF,7.5
INF194K015M6,IDFC285,DP,OMF,7.5
INF194KA1RW6,IDFC295,DP,GMF,10
INF194KA1RX4,IDFC295R,DR,GMF,10
INF194KA1UE8,IDFC299,GR,OMF,7.5
INF194KA1UF5,IDFC300,DP,OMF,7.5
INF194KA1UG3,IDFC300R,DR,OMF,7.5
INF194KA1L81,IDFC303,GR,OMF,7.5
INF194KA1L99,IDFC304,DP,OMF,7.5
INF194KA1M07,IDFC304R,DR,OMF,7.5
INF194KA10Q8,IDFC327,GR,OMF,7.5
INF194KA18Q1,IDFC328,DP,OMF,7.5
INF194KA19Q9,IDFC328R,DR,OMF,7.5
INF194KA13Q2,IDFC330,DR,OMF,7.5
