ISIN,SYMBOL,SERIES,TYPE,HAIRCUT
INF194KA15Q7,IDFC331,DP,OMF,7.5
INF194KA16Q5,IDFC331R,DR,OMF,7.5
INF194K01FU8,IDFC65,GR,OMF,7.5
INF194K01FV6,IDFC66,DR,OMF,7.5
INF194K01GB6,IDFC67,DR,OMF,7.5
INF194K01FZ7,IDFC68,DP,OMF,7.5
INF194K01FY0,IDFC68R,DR,OMF,7.5
INF194K01QG4,IDFC82,GR,OMF,7.5
INF194K01QO8,IDFC83,DP,OMF,7.5
INF194K01QN0,IDFC83R,DR,OMF,7.5
INF194K01DZ2,IDFC86,GR,GMF,10
INF194K01EK2,IDFC87,DP,GMF,10
INF194K01EJ4,IDFC87R,DR,GMF,10
INF194K01V89,IDFCD201,GR,OMF,7.5
INF194K01V97,IDFCD202,DP,OMF,7.5
INF194K01W62,IDFCD203,GR,OMF,7.5
INF194K01W70,IDFCD204,DP,OMF,7.5
INF194K01W21,IDFCD205,GR,OMF,7.5
INF194K01W39,IDFCD206,DP,OMF,7.5
INF194K01Y60,IDFCD209,GR,OMF,7.5
INF194K01Y78,IDFCD210,DP,OMF,7.5
INF194K01Z85,IDFCD215,GR,OMF,7.5
INF194K01Z93,IDFCD216,DP,OMF,7.5
INF194K01Y29,IDFCD223,GR,OMF,7.5
INF194K01Y37,IDFCD224,DP,OMF,7.5
INF194K015G8,IDFCD280,GR,OMF,7.5
INF194K016G6,IDFCD281,DP,OMF,7.5
INF194KA1SR4,IDFCD290,DP,OMF,7.5
INF194KA1SS2,IDFCD290R,DR,OMF,7.5
INF194KA1TD2,IDFCD291,DP,OMF,7.5
INF194KA1TE0,IDFCD291R,DR,OMF,7.5
INF194KA1UH1,IDFCD299,GR,OMF,7.5
INF194KA1UI9,IDFCD300,DP,OMF,7.5
INF194KA1UJ7,IDFCD300R,DR,OMF,7.5
INF194KA1YG5,IDFCD301,DP,OMF,7.5
INF194KA1YH3,IDFCD301R,DR,OMF,7.5
INF194K01J77,IDFCD65,GR,OMF,7.5
INF194K01J85,IDFCD66,DR,OMF,7.5
INF194K01K33,IDFCD67,DR,OMF,7.5
INF194K01N63,IDFCD82,GR,OMF,7.5
INF194K01Q29,IDFCD86,GR,GMF,10
INF194K01I78,IDFCDFCCD,DR,GMF,10
INF194K01I60,IDFCDFCCG,GR,GMF,10
INF194K01M80,IDFCDFRG,GR,GMF,10
INF194K01S50,IDFCDMTG,GR,OMF,7.5
INF194K01R51,IDFCDSSG,GR,OMF,7.5
INF194K01U07,IDFCDSTG,GR,OMF,7.5
INF194KB1AK6,IDFCEBFRD,DP,OMF,7.5
INF194KB1AJ8,IDFCEBFRG,GR,OMF,7.5
INF194K01VY7,IDFCFCCD,DR,GMF,10
INF194K01VX9,IDFCFCCG,GR,GMF,10
INF194K01WF4,IDFCFCCM,DP,GMF,10
INF194K01WE7,IDFCFCCMR,DR,GMF,10
INF194K01WH0,IDFCFCCW,DR,GMF,10
INF194K01LJ9,IDFCFRG,GR,GMF,10
INF194K01LQ4,IDFCFRW,DR,GMF,10
INF194K01KF9,IDFCMTD,DP,OMF,7.5
INF194K01KE2,IDFCMTDR,DR,OMF,7.5
INF194K01KI3,IDFCMTF,DP,OMF,7.5
INF194K01KH5,IDFCMTF,DR,OMF,7.5
INF194K01JU0,IDFCMTG,GR,OMF,7.5
INF194K01KC6,IDFCMTM,DP,OMF,7.5
INF194K01KB8,IDFCMTMR,DR,OMF,7.5
INF194KB1314,IDFCONF,GR,GMF,10
INF194K01IT4,IDFCSSD,DP,OMF,7.5
INF194K01IS6,IDFCSSDR,DR,OMF,7.5
INF194K01IL1,IDFCSSG,GR,OMF,7.5
INF194K01HH1,IDFCSTD,DP,OMF,7.5
INF194K01HG3,IDFCSTDR,DR,OMF,7.5
INF194K01HK5,IDFCSTF,DP,OMF,7.5
INF194K01HJ7,IDFCSTF,DR,OMF,7.5
INF194K01HF5,IDFCSTG,GR,OMF,7.5
INF397L01AI1,IDLFD1R,DR,GMF,10
INF397L01AH3,IDLFG1,GR,GMF,10
INF579M01910,IGDDP,DP,OMF,7.5
INF579M01928,IGDDR,DR,OMF,7.5
INF579M01902,IGDG,GR,OMF,7.5
INF579M01886,IGRDP,DP,OMF,7.5
INF579M01894,IGRDR,DR,OMF,7.5
INF579M01878,IGRG,GR,OMF,7.5
INF205KA1171,IMF20EFRG,DP,OMF,7.5
INF205K01RF8,IMFAID1GR,GR,OMF,7.5
INF205K01LC8,IMFCFD2DP,DP,OMF,7.5
INF205K01LD6,IMFCFD2DR,DR,OMF,7.5
INF205K01RY9,IMFCOD1GR,GR,GMF,10
INF205K01RU7,IMFCOIDDR,DR,GMF,10
INF205KA1221,IMFF20EFD,DR,OMF,7.5
INF205KA1205,IMFF20EFDR,DP,OMF,7.5
INF205KA1189,IMFF20EFRG,GR,OMF,7.5
INF205KA1197,IMFF20ERG,DR,OMF,7.5
INF205KA1213,IMFF2EFDR,GR,OMF,7.5
INF205K01MA0,IMFGFD1GR,GR,OMF,7.5
INF205K01LY2,IMFGFD2DP,DP,OMF,7.5
INF205K01LZ9,IMFGFD2DR,DR,OMF,7.5
INF205K01HN3,IMFLFSDDR,DR,GMF,10
INF205K01HO1,IMFLFSWDR,DR,GMF,10
INF205K01MV6,IMFMCD1GR,GR,OMF,7.5
INF205K01MT0,IMFMCD2DP,DP,OMF,7.5
INF205K01MU8,IMFMCD2DR,DR,OMF,7.5
INF205K01MS2,IMFMSD1GR,GR,OMF,7.5
INF205K01MQ6,IMFMSD2DP,DP,OMF,7.5
INF205K01MR4,IMFMSD2DR,DR,OMF,7.5
INF205KA1114,IMFONDRDRD,GR,GMF,10
INF205KA1163,IMFONFRGDR,GR,GMF,10
INF205K01UH8,IMFSTD1GR,GR,OMF,7.5
INF205K01NT8,IMFTPD1GR,GR,OMF,7.5
INF205K01NR2,IMFTPD2DP,DP,OMF,7.5
INF205K01HZ7,IMFUSIDDR,DR,OMF,7.5
INF205K01IB6,IMFUSIWDP,DP,OMF,7.5
INF205K01IA8,IMFUSIWDR,DR,OMF,7.5
INF109K01FK7,IP122P,DP,OMF,7.5
INF109K01CQ1,IP1477,GR,OMF,7.5
INF109K01CR9,IP1478,DR,OMF,7.5
INF109K01SM6,IP1479,DR,OMF,7.5
INF109K01SL8,IP1479P,DP,OMF,7.5
INF109K01CT5,IP1481,DR,OMF,7.5
INF109K01SK0,IP1481P,DP,OMF,7.5
INF109K01SO2,IP1482,DR,OMF,7.5
INF109K01SN4,IP1482P,DP,OMF,7.5
INF109K01738,IP1524,DR,OMF,7.5
INF109K01746,IP1525,GR,OMF,7.5
INF109K01753,IP1526,DR,OMF,7.5
INF109K01AW3,IP1542,DR,OMF,7.5
INF109K01AX1,IP1543,GR,OMF,7.5
INF109K01AY9,IP1544,DR,OMF,7.5
INF109K01EN4,IP1544P,DP,OMF,7.5
INF109K01AZ6,IP1545,DR,OMF,7.5
INF109K01RT3,IP1587,GR,OMF,7.5
INF109K01RV9,IP1588,DR,OMF,7.5
INF109K01WS5,IP1588P,DP,OMF,7.5
INF109K01RU1,IP1589,DR,OMF,7.5
INF109K01WR7,IP1589P,DP,OMF,7.5
INF109K01PR1,IP1616P,DP,OMF,7.5
INF109K01GO7,IP1712P,DP,OMF,7.5
INF109K01GK5,IP1713P,DP,OMF,7.5
INF109K01GE8,IP1714P,DP,OMF,7.5
INF109K01UF6,IP1729,DP,OMF,7.5
INF109K01IW6,IP1732,DP,OMF,7.5
INF109K01IX4,IP1733,DP,OMF,7.5
INF109K01YD3,IP1839,DR,OMF,7.5
INF109K01YE1,IP1839P,DP,OMF,7.5
INF109K01B53,IP1929,DP,OMF,7.5
INF109K01662,IP23F,DR,OMF,7.5
INF109K01GL3,IP25PP,DR,OMF,7.5
INF109K01GP4,IP25PPA,DR,OMF,7.5
INF109K01GF5,IP25PPQ,DR,OMF,7.5
INF109K01GN9,IP26PP,GR,OMF,7.5
INF109K01JQ6,IP54P,DP,GMF,10
INF109K01837,IPAMP,GR,OMF,7.5
INF109K01BU5,IPBFIN1233,GR,OMF,7.5
INF109K01BV3,IPBFIN1234,DR,OMF,7.5
INF109K01AD3,IPDISCODFD,DR,OMF,7.5
INF109K01AF8,IPDISCODFG,GR,OMF,7.5
INF109K01761,IPDYNMIC15,GR,OMF,8.5
INF109K01779,IPDYNMIC16,DR,OMF,7.5
INF109K01BG4,IPEQDEDWRD,DR,OMF,7.5
INF109K01BH2,IPEQDEDWRG,GR,OMF,7.5
INF109K01AL6,IPESTARESD,DR,OMF,7.5
INF109K01AN2,IPESTARESG,GR,OMF,7.5
INF109K01BL4,IPFOCU1191,GR,OMF,8.5
INF109K01BM2,IPFOCU1192,DR,OMF,7.5
INF109K01431,IPGROWTH11,GR,OMF,7.5
INF109K01449,IPGROWTH12,DR,OMF,7.5
INF109K01894,IPIMPD,DR,OMF,7.5
INF109K01902,IPIMPG,GR,OMF,7.5
INF109K01BI0,IPINAS1023,GR,OMF,7.5
INF109K01BJ8,IPINAS1024,DR,OMF,7.5
INF109K01AT9,IPINFRAIFD,DR,OMF,7.5
INF109K01AV5,IPINFRAIFG,GR,OMF,7.5
INF109K01B61,IPLFRAH,DR,OMF,7.5
INF109K01613,IPPOWER121,GR,OMF,7.5
INF109K01621,IPPOWER122,DR,OMF,7.5
INF109K01FN1,IPRU02P,DP,OMF,7.5
INF109K01FA8,IPRU1024P,DP,OMF,7.5
INF109K01EP9,IPRU1192P,DP,OMF,8.5
INF109K01DY3,IPRU1234P,DP,OMF,7.5
INF109K01BO8,IPRU1262,GR,OMF,7.5
INF109K01BP5,IPRU1263,DR,OMF,7.5
INF109K01EU9,IPRU1263P,DP,OMF,7.5
INF109K01BS9,IPRU1280,DR,OMF,7.5
INF109K01EV7,IPRU1280P,DP,OMF,7.5
INF109K01EQ7,IPRU12P,DP,OMF,7.5
INF109K01FM3,IPRU1452P,DP,OMF,7.5
INF109K01VC1,IPRU1552,DR,GMF,10
INF109K01VD9,IPRU1552P,DP,GMF,10
INF109K01VP3,IPRU1564,DR,GMF,10
INF109K01VQ1,IPRU1565,GR,GMF,10
INF109K01VR9,IPRU1566,DR,GMF,10
INF109K01VS7,IPRU1567,DR,GMF,10
INF109K01TY9,IPRU1569,DR,GMF,10
INF109K01TX1,IPRU1571,GR,GMF,10
INF109K01UB5,IPRU1572,DR,GMF,10
INF109K01UC3,IPRU1572P,DP,GMF,10
INF109K01TZ6,IPRU1573,DR,GMF,10
INF109K01IF1,IPRU1615,GR,OMF,7.5
INF109K01IE4,IPRU1616,DR,OMF,7.5
INF109K01GU4,IPRU1637,GR,OMF,9.5
INF109K01GW0,IPRU1638,DR,OMF,7.5
INF109K01GV2,IPRU1638P,DP,OMF,7.5
INF109K01GY6,IPRU1639,DR,OMF,7.5
INF109K01GX8,IPRU1639P,DP,OMF,7.5
INF109K01ED5,IPRU16P,DP,OMF,7.5
INF109K01JO1,IPRU1710P,DP,OMF,7.5
INF109K01TP7,IPRU1746,GR,OMF,7.5
INF109K01TQ5,IPRU1747,DR,OMF,7.5
INF109K01TR3,IPRU1747P,DP,OMF,7.5
INF109K01TS1,IPRU1748,DR,OMF,7.5
INF109K01TT9,IPRU1748P,DP,OMF,7.5
INF109K01TU7,IPRU1749,DR,OMF,7.5
INF109K01TV5,IPRU1749P,DP,OMF,7.5
INF109K01VT5,IPRU1780,DR,GMF,10
INF109K01VU3,IPRU1780P,DP,GMF,10
INF109K01E35,IPRU1950,GR,OMF,7.5
INF109K01E50,IPRU1951,DR,OMF,7.5
INF109K01E43,IPRU1951P,DP,OMF,7.5
INF109K017W5,IPRU2059,DR,OMF,7.5
INF109K018W3,IPRU2059P,DP,OMF,7.5
INF109K013Z7,IPRU2071,DR,OMF,7.5
INF109K014Z5,IPRU2071P,DP,OMF,7.5
INF109K015Z2,IPRU2072,DR,OMF,7.5
INF109K016Z0,IPRU2072P,DP,OMF,7.5
INF109KA1020,IPRU2073,DR,OMF,7.5
INF109KA1038,IPRU2073P,DP,OMF,7.5
INF109KA1046,IPRU2074,DR,OMF,7.5
INF109KA1053,IPRU2074P,DP,OMF,7.5
INF109K01654,IPRU24,GR,OMF,7.5
INF109KA1M62,IPRU2494,DR,OMF,7.5
INF109KA1M70,IPRU2494P,DP,OMF,7.5
INF109KA1Y27,IPRU2519,DR,OMF,7.5
INF109KA1Y35,IPRU2519P,DP,OMF,7.5
INF109KA1X10,IPRU2526,DP,OMF,7.5
INF109KA1X02,IPRU2526P,DR,OMF,7.5
INF109KA13G1,IPRU2551,DR,OMF,7.5
INF109KA12G3,IPRU2551P,DP,OMF,7.5
INF109KA14I5,IPRU2556,GR,OMF,7.5
INF109KA18I6,IPRU2557,DR,OMF,7.5
INF109KA15I2,IPRU2557P,DP,OMF,7.5
INF109KA19I4,IPRU2558,DR,OMF,7.5
INF109KA16I0,IPRU2558P,DP,OMF,7.5
INF109KA10J1,IPRU2559,DR,OMF,7.5
INF109KA17I8,IPRU2559P,DP,OMF,7.5
INF109K01FD2,IPRU25DP,DP,OMF,7.5
INF109KB1AG8,IPRU2645,DR,OMF,7.5
INF109KB1AF0,IPRU2645P,DP,OMF,7.5
INF109KB1NO5,IPRU2718,DR,OMF,7.5
INF109KB1NN7,IPRU2718P,DP,OMF,7.5
INF109KB1QJ8,IPRU2759,DR,OMF,7.5
INF109KB1QK6,IPRU2759P,DP,OMF,7.5
INF109KC1GE9,IPRU3131,GR,OMF,7.5
INF109KC1GG4,IPRU3132,DR,OMF,9.12
INF109KC1OA1,IPRU3223,GR,GMF,10
INF109KC1RE6,IPRU3251,GR,OMF,7.5
INF109KC1RF3,IPRU3252B,DR,OMF,7.5
INF109KC1N75,IPRU3435,GR,OMF,7.5
INF109KC1N83,IPRU3436,DR,OMF,7.5
INF109KC1N91,IPRU3436P,DP,OMF,7.5
INF109K01JR4,IPRU53,GR,GMF,10
INF109K01JP8,IPRU54,DR,GMF,10
INF109K01480,IPRU61,GR,OMF,7.5
INF109K01498,IPRU62,DR,OMF,7.5
INF109K01DX5,IPRU62P,DP,OMF,7.5
INF109K01FO9,IPRU72P,DP,OMF,7.5
INF109K01Y31,IPRU8000,GR,OMF,7.5
INF109K01Y15,IPRU8001P,DP,OMF,7.5
INF109K011O5,IPRU8002,GR,OMF,7.5
INF109K010O7,IPRU8003,DR,OMF,7.5
INF109K019N0,IPRU8003P,DP,OMF,7.5
INF109K015K4,IPRU8004,GR,OMF,7.5
INF109K014K7,IPRU8005,DR,OMF,7.5
INF109K013K9,IPRU8005P,DP,OMF,7.5
INF109K015N8,IPRU8008,DR,OMF,7.5
INF109K014N1,IPRU8008P,DP,OMF,7.5
INF109K013N3,IPRU8009,GR,OMF,7.5
INF109K010F5,IPRU8010,DR,OMF,7.5
INF109K019E9,IPRU8010P,DP,OMF,7.5
INF109K018C5,IPRU8015,GR,GMF,10
INF109K017C7,IPRU8016,DR,GMF,10
INF109K016C9,IPRU8016P,DP,GMF,10
INF109K01Y07,IPRU8017,GR,OMF,7.5
INF109K01X99,IPRU8018,DR,OMF,7.5
INF109K01X81,IPRU8018P,DP,OMF,7.5
INF109K01Z48,IPRU8019,GR,OMF,7.5
INF109K01Z30,IPRU8020,DR,OMF,7.5
INF109K01Z22,IPRU8020P,DP,OMF,7.5
INF109K014O9,IPRU8030,GR,OMF,7.5
INF109K013O1,IPRU8031,DR,OMF,7.5
INF109K012O3,IPRU8031P,DP,OMF,7.5
INF109K015M0,IPRU8034,GR,OMF,7.5
INF109K014M3,IPRU8035,DR,OMF,7.5
INF109K013M5,IPRU8035P,DP,OMF,7.5
INF109K016L0,IPRU8042,GR,OMF,7.5
INF109K015L2,IPRU8043,DR,OMF,7.5
INF109K014L5,IPRU8043P,DP,OMF,7.5
INF109K013J1,IPRU8044,GR,OMF,7.5
INF109K012J3,IPRU8045,DR,OMF,7.5
INF109K011J5,IPRU8045P,DP,OMF,7.5
INF109K01V83,IPRU8048,GR,OMF,7.5
INF109K018N2,IPRU8073,GR,OMF,7.5
INF109K017N4,IPRU8074,DR,OMF,7.5
INF109K016N6,IPRU8074P,DP,OMF,7.5
INF109K016B1,IPRU8078,GR,OMF,7.5
INF109K013B8,IPRU8079,DR,OMF,7.5
INF109K011C0,IPRU8080,DR,OMF,7.5
INF109K010C2,IPRU8080P,DP,OMF,7.5
INF109K018B7,IPRU8082,DR,OMF,7.5
INF109K017B9,IPRU8082P,DP,OMF,7.5
INF109K012C8,IPRU8083,DR,OMF,7.5
INF109K019B5,IPRU8083P,DP,OMF,7.5
INF109K01O66,IPRU8085,DR,OMF,7.5
INF109K01O82,IPRU8086,GR,OMF,7.5
INF109K01P16,IPRU8087,DR,OMF,7.5
INF109K01P08,IPRU8087P,DP,OMF,7.5
INF109K01P24,IPRU8088,DR,OMF,7.5
INF109K01P57,IPRU8089,GR,OMF,7.5
INF109K01P81,IPRU8090,DR,OMF,7.5
INF109K01P73,IPRU8090P,DP,OMF,7.5
INF109K01Q07,IPRU8093,DR,GMF,10
INF109K01P99,IPRU8093P,DP,GMF,10
INF109K01Q80,IPRU8094,DR,GMF,10
INF109K01Q72,IPRU8094P,DP,GMF,10
INF109K01Q15,IPRU8095,DR,GMF,10
INF109K01Q49,IPRU8096,GR,GMF,10
INF109K01R06,IPRU8097,DR,GMF,10
INF109K01Q98,IPRU8098,DR,GMF,10
INF109K01R22,IPRU8099,DR,GMF,10
INF109K01R14,IPRU8101,GR,GMF,10
INF109K01R89,IPRU8103,DR,GMF,10
INF109K010A6,IPRU8104,GR,OMF,7.5
INF109K01Z97,IPRU8105,DR,OMF,7.5
INF109K01Z89,IPRU8105P,DP,OMF,7.5
INF109K01Y80,IPRU8107,GR,OMF,7.5
INF109K01Y72,IPRU8108,DR,OMF,7.5
INF109K01Y64,IPRU8108P,DP,OMF,7.5
INF109K01V00,IPRU8110,GR,OMF,7.5
INF109K01V42,IPRU8111,DR,OMF,7.5
INF109K01V34,IPRU8111P,DP,OMF,7.5
INF109K01T04,IPRU8123,GR,OMF,7.5
INF109K01T46,IPRU8124,DR,OMF,7.5
INF109K01T38,IPRU8124P,DP,OMF,7.5
INF109K01T61,IPRU8125,DR,OMF,7.5
INF109K01T53,IPRU8125P,DP,OMF,7.5
INF109K01T20,IPRU8126,DR,OMF,7.5
INF109K01T12,IPRU8126P,DP,OMF,7.5
INF109K01O74,IPRU8127,DR,OMF,7.5
INF109K01O90,IPRU8127P,DP,OMF,7.5
INF109K01P32,IPRU8128,DR,OMF,7.5
INF109K01P65,IPRU8128P,DP,OMF,7.5
INF109K01Q23,IPRU8129,DR,GMF,10
INF109K01Q31,IPRU8129P,DP,GMF,10
INF109K012A2,IPRU8132,DR,OMF,7.5
INF109K011A4,IPRU8132P,DP,OMF,7.5
INF109K01Z71,IPRU8133,GR,OMF,7.5
INF109K01Z63,IPRU8134,DR,OMF,7.5
INF109K01Z55,IPRU8134P,DP,OMF,7.5
INF109K012N5,IPRU8141,DR,OMF,7.5
INF109K015E7,IPRU8142,DR,OMF,7.5
INF109K014E0,IPRU8142P,DP,OMF,7.5
INF109K013E2,IPRU8143,DR,OMF,7.5
INF109K012E4,IPRU8143P,DP,OMF,7.5
INF109K018E1,IPRU8144,DR,OMF,7.5
INF109K017E3,IPRU8144P,DP,OMF,7.5
INF109K016E5,IPRU8145,GR,OMF,7.5
INF109K01X16,IPRU8157,GR,OMF,7.5
INF109K010K5,IPRU8175,DR,OMF,7.5
INF109K011K3,IPRU8175P,DP,OMF,7.5
INF109K012K1,IPRU8176,GR,OMF,7.5
INF109K015O6,IPRU8177,DR,OMF,7.5
INF109K017O2,IPRU8177P,DP,OMF,7.5
INF109K016O4,IPRU8178,GR,OMF,7.5
INF109K011B2,IPRU8179,DR,OMF,7.5
INF109K010B4,IPRU8179P,DP,OMF,7.5
INF109K012B0,IPRU8180,GR,OMF,7.5
INF109K010N9,IPRU8181,DR,OMF,7.5
INF109K019M2,IPRU8181P,DP,OMF,7.5
INF109K011N7,IPRU8182,GR,OMF,7.5
INF109K017M6,IPRU8183,DR,OMF,7.5
INF109K016M8,IPRU8183P,DP,OMF,7.5
INF109K018M4,IPRU8184,GR,OMF,7.5
INF109K01S70,IPRU8185,DR,OMF,7.5
INF109K01S62,IPRU8185P,DP,OMF,7.5
INF109K01S54,IPRU8186,DR,OMF,7.5
INF109K01S47,IPRU8186P,DP,OMF,7.5
INF109K01S96,IPRU8187,DR,OMF,7.5
INF109K01S88,IPRU8187P,DP,OMF,7.5
INF109K01S39,IPRU8188,GR,OMF,7.5
INF109K012M7,IPRU8189,GR,OMF,7.5
INF109K015A5,IPRU8190,GR,OMF,7.5
INF109K017A1,IPRU8191,DR,OMF,7.5
INF109K016A3,IPRU8191P,DP,OMF,7.5
INF109K019A7,IPRU8192,DR,OMF,7.5
INF109K018A9,IPRU8192P,DP,OMF,7.5
INF109K017Y1,IPRU8271,DR,OMF,7.5
INF109K018Y9,IPRU8271P,DP,OMF,7.5
INF109K019Y7,IPRU8272,DR,OMF,7.5
INF109K010Z3,IPRU8272P,DP,OMF,7.5
INF109K017Z8,IPRU8273,DR,OMF,7.5
INF109K018Z6,IPRU8273P,DP,OMF,7.5
INF109KA1X28,IPRU8726,DR,OMF,7.5
INF109KA1X36,IPRU8726P,DP,OMF,7.5
INF109KA11J9,IPRU8758,GR,OMF,7.5
INF109KA15J0,IPRU8759,DR,OMF,7.5
INF109KA12J7,IPRU8759P,DP,OMF,7.5
INF109KA16J8,IPRU8760,DR,OMF,7.5
INF109KA13J5,IPRU8760P,DP,OMF,7.5
INF109KA17J6,IPRU8761,DR,OMF,7.5
INF109KA14J3,IPRU8761P,DP,OMF,7.5
INF109KB1NM9,IPRU8920,DR,OMF,7.5
INF109KB1NL1,IPRU8920P,DP,OMF,7.5
INF109KB1QL4,IPRU8961,DR,OMF,7.5
INF109KB1QM2,IPRU8961P,DP,OMF,7.5
INF109KC1GH2,IPRU9333,GR,OMF,7.5
INF109KC1GJ8,IPRU9334,DR,OMF,8.79
INF109KC1OO2,IPRU9425,GR,GMF,10
INF109KC1RH9,IPRU9453D,GR,OMF,7.5
INF109KC1RI7,IPRU9454E,DR,OMF,7.5
INF109KC1O09,IPRU9637,GR,OMF,7.5
INF109K01EC7,IPRUDFDP,DP,OMF,7.5
INF109K01BE9,IPRUEDIRD,DR,OMF,7.5
INF109K01BF6,IPRUEDIRG,GR,OMF,7.5
INF109K01EF0,IPRUEDIRP,DP,OMF,7.5
INF109K01EG8,IPRUEDWRP,DP,OMF,7.5
INF109K01EH6,IPRUESDP,DP,OMF,7.5
INF109K01FB6,IPRUIFDP,DP,OMF,7.5
INF109K01WX5,IPRUIMPDH,DR,OMF,7.5
INF109K01ER5,IPRUIMPDP,DP,OMF,7.5
INF109K01WY3,IPRUIMPDQ,DR,OMF,7.5
INF109K01PI0,IPRUINXNB,GR,OMF,7.5
INF109K01AH4,IPRULFRAG,GR,OMF,7.5
INF109K01IO3,IPRULFRAQ,DR,OMF,7.5
INF109K01704,IPRULTP25W,DR,OMF,7.5
INF109K01464,IPTAX01,GR,OMF,7.5
INF109K01506,IPTECH71,GR,OMF,7.5
INF109K01514,IPTECH72,DR,OMF,7.5
INF109K01BZ4,IPTRGT1451,GR,OMF,7.5
INF109K01CA5,IPTRGT1452,DR,OMF,7.5
INF192K01CM6,JMLFDG,GR,GMF,10
INF192K01841,JMLFRD,DP,GMF,10
INF192K01882,JMLFRG,GR,GMF,10
INF192K01866,JMLFRQ,DP,GMF,10
INF843K01138,JPCGR,GR,OMF,7.5
INF843K01021,JPSDI,DP,OMF,7.5
INF843K01039,JPSDI,DR,OMF,7.5
INF843K01013,JPSGR,GR,OMF,7.5
INF174K01179,K30,DP,OMF,7.5
INF174K01153,K30,GR,OMF,7.5
INF174K01161,K30,DR,OMF,7.5
INF174K01KX4,K3003DDP,DP,OMF,7.5
INF174K01KW6,K30G13D,GR,OMF,7.5
INF174K01KY2,K30R03D,DR,OMF,7.5
INF174K01F18,KAFBDP,DP,OMF,7.5
INF174K01LM5,KBAL04D,DP,OMF,7.5
INF174KA1160,KBALAFDP,DP,OMF,7.5
INF174KA1178,KBALAFDR,DR,OMF,7.5
INF174KA1186,KBALAFGR,GR,OMF,7.5
INF174K01450,KBALANCE,DP,OMF,7.5
INF174K01443,KBALANCE,DR,OMF,7.5
INF174K01F00,KBALG04GD,GR,OMF,7.5
INF174K01E92,KBG,GR,OMF,7.5
INF174K01JC0,KBONG06D,GR,OMF,7.5
INF174K01EM0,KBONREGG,GR,OMF,7.5
INF174K01EO6,KBONREGQDP,DP,OMF,7.5
INF174K01EN8,KBONREGQDR,DR,OMF,7.5
INF174K01Z22,KBST20NDD,DR,OMF,7.5
INF174K01Z14,KBST20NDPD,DP,OMF,7.5
