ISIN,SYMBOL,SERIES,TYPE,HAIRCUT
INF204K01489,RELEQOPPGP,GR,OMF,8.5
INF204K01CH9,RELFLRFMDP,DP,OMF,7.5
INF204K01CK3,RELFLRFMDR,DR,OMF,7.5
INF204K01CG1,RELFLRTFGP,GR,OMF,7.75
INF204K01E05,RELFSHDPGP,GR,OMF,7.5
INF204K01E62,RELGILDPAA,DR,GMF,10
INF204K01E70,RELGILDPAC,DP,GMF,10
INF204K01E88,RELGILDPDM,GR,GMF,10
INF204K01XQ6,RELGILDPDP,DP,GMF,10
INF204K01XR4,RELGILDPDP,DR,GMF,10
INF204K01XP8,RELGILDPGP,GR,GMF,10
INF204K01KO8,RELGLDSFDP,DP,OMF,7.5
INF204K01KP5,RELGLDSFDR,DR,OMF,7.5
INF204K01KN0,RELGLDSFGP,GR,OMF,7.5
INF204K01CA4,RELGLSRAAR,DR,GMF,10
INF204K01CC0,RELGLSRACA,GR,GMF,10
INF204K01CB2,RELGLSRMDO,GR,GMF,10
INF204K01BV2,RELGLSRPDP,DP,GMF,10
INF204K01BW0,RELGLSRPDR,DR,GMF,10
INF204K01BU4,RELGLSRPGP,GR,GMF,10
INF204K01YD2,RELGOLDPDP,DP,OMF,7.5
INF204K01YE0,RELGOLDPDP,DR,OMF,7.5
INF204K01YC4,RELGOLDPGP,GR,OMF,7.5
INF204K01E39,RELGRODPDP,DP,OMF,7.5
INF204K01E47,RELGRODPDP,DR,OMF,7.5
INF204K01E54,RELGRODPGP,GR,OMF,7.5
INF204K01315,RELGROWTBP,GR,OMF,7.5
INF204K01299,RELGROWTDP,DP,OMF,8.5
INF204K01307,RELGROWTDR,DR,OMF,8.5
INF204K01323,RELGROWTGP,GR,OMF,8.5
INF204K013R8,RELGSBDPQD,DP,OMF,7.5
INF204K014R6,RELGSBDRQD,DR,OMF,7.5
INF205K01205,RELIGARECF,DP,OMF,7.5
INF205K01189,RELIGARECF,GR,OMF,7.5
INF205K01197,RELIGARECF,DR,OMF,7.5
INF205K01262,RELIGAREGF,DP,OMF,7.5
INF205K01247,RELIGAREGF,GR,OMF,7.5
INF205K01254,RELIGAREGF,DR,OMF,7.5
INF205K01BC9,RELIGAREMC,GR,OMF,7.5
INF205K01BD7,RELIGAREMC,DP,OMF,7.5
INF205K01BE5,RELIGAREMC,DR,OMF,7.5
INF205K01DO0,RELIGAREMS,DP,OMF,7.5
INF205K01DN2,RELIGAREMS,GR,OMF,7.5
INF205K01DP7,RELIGAREMS,DR,OMF,7.5
INF205K01296,RELIGARETP,DP,OMF,7.5
INF205K01270,RELIGARETP,GR,OMF,7.5
INF205K01288,RELIGARETP,DR,OMF,100
INF204K01UC2,RELLIQCDDR,DR,OMF,7.5
INF204K01UF5,RELLIQCMDP,DP,OMF,7.5
INF204K01UG3,RELLIQCMDR,DR,OMF,7.5
INF204K01UE8,RELLIQCPGP,GR,OMF,7.5
INF204K01UD0,RELLIQCWDR,DR,OMF,7.5
INF204K01ZP3,RELLIQDPGP,GR,GMF,10
INF204K01ZQ1,RELLIQDPMD,DP,GMF,10
INF204K01ZR9,RELLIQDPMD,DR,GMF,10
INF204K01UM1,RELLIQTIDR,DR,GMF,10
INF204K01UO7,RELLIQTIMP,DP,GMF,10
INF204K01UP4,RELLIQTIMR,DR,GMF,10
INF204K01UQ2,RELLIQTIQP,DP,GMF,10
INF204K01UR0,RELLIQTIQR,DR,GMF,10
INF204K01US8,RELLIQTIWR,DR,GMF,10
INF204K01UL3,RELLIQTPGP,GR,GMF,10
INF204K01UN9,RELLIQTPIG,GR,GMF,10
INF204K01GF4,RELLNGEQDP,DP,OMF,7.5
INF204K01GG2,RELLNGEQDR,DR,OMF,7.5
INF204K01GE7,RELLNGEQGP,GR,OMF,7.5
INF204K01UY6,RELLQDTDDR,DR,GMF,10
INF204K01VB2,RELLQDTMDP,DP,GMF,10
INF204K01VC0,RELLQDTMDR,DR,GMF,10
INF204K01VD8,RELLQDTQDP,DP,GMF,10
INF204K01VE6,RELLQDTQDR,DR,GMF,10
INF204K01VA4,RELLQDTYGP,GR,GMF,10
INF204K01F79,RELLTEDPDP,DP,OMF,7.5
INF204K01F87,RELLTEDPDP,DR,OMF,7.5
INF204K01F95,RELLTEDPGP,GR,OMF,7.5
INF204K01ZH0,RELLTPDPGP,GR,GMF,10
INF204K01ZI8,RELLTPDPMD,DP,GMF,10
INF204K01ZJ6,RELLTPDPMD,DR,GMF,10
INF204K01EJ1,RELMEDIMDP,DP,OMF,7.5
INF204K01EK9,RELMEDIMDR,DR,OMF,7.5
INF204K01EL7,RELMEDIQDP,DP,OMF,7.5
INF204K01EM5,RELMEDIQDR,DR,OMF,7.5
INF204K01EF9,RELMEDIUGP,GR,OMF,7.5
INF204K01G03,RELMMFDPBP,GR,OMF,7.5
INF204KA1EK7,RELMMFDPDP,DP,OMF,7.5
INF204KA1EL5,RELMMFDPDR,DR,OMF,7.5
INF204K01ZU3,RELMMFDPGP,GR,OMF,7.5
INF204K01ZX7,RELMMFDPMD,DP,OMF,7.5
INF204K01ZY5,RELMMFDPMD,DR,OMF,7.5
INF204KA1EI1,RELMMFIDDP,DP,OMF,7.5
INF204KA1EJ9,RELMMFIDDR,DR,OMF,7.5
INF204K01EX2,RELMMGRDDR,DR,OMF,7.5
INF204K01EN3,RELMMGRGP,GR,OMF,7.5
INF204K01ER4,RELMMGRMDP,DP,OMF,7.5
INF204K01ES2,RELMMGRMDR,DR,OMF,7.5
INF204K01OO0,RELMMGRWDP,DP,OMF,7.5
INF204K01EY0,RELMMGRWDR,DR,OMF,7.5
INF204K01EW4,RELMMIGPB,GR,OMF,7.5
INF204K01EV6,RELMMIGPG,GR,OMF,7.5
INF204K01EZ7,RELMMIMDP,DP,OMF,7.5
INF204K01FA7,RELMMIMDR,DR,OMF,7.5
INF204K01FB5,RELMMIQDP,DP,OMF,7.5
INF204K01FC3,RELMMIQDR,DR,OMF,7.5
INF204K01C15,RELMTFDPGP,GR,OMF,7.5
INF204K01C72,RELMTFDPQD,DP,OMF,7.5
INF204K01C80,RELMTFDPQD,DR,OMF,7.5
INF204K01G78,RELNRIDPDP,DP,OMF,7.5
INF204K01G86,RELNRIDPDP,DR,OMF,7.5
INF204K01G94,RELNRIDPGP,GR,OMF,7.5
INF204K01570,RELNRIRPDP,DP,OMF,7.5
INF204K01588,RELNRIRPDR,DR,OMF,7.5
INF204K01604,RELNRIRPGR,GR,OMF,7.5
INF204K01XD4,RELOPPDPDP,DP,OMF,7.5
INF204K01XE2,RELOPPDPDP,DR,OMF,7.5
INF204K01XF9,RELOPPDPGP,GR,OMF,7.5
INF204K01I35,RELPHADPDP,DP,OMF,7.5
INF204K01I43,RELPHADPDP,DR,OMF,7.5
INF204K01I50,RELPHADPGP,GR,OMF,7.5
INF204K01950,RELPHARMBP,GR,OMF,7.5
INF204K01935,RELPHARMDP,DP,OMF,7.5
INF204K01943,RELPHARMDR,DR,OMF,7.5
INF204K01968,RELPHARMGP,GR,OMF,7.5
INF204K01AD2,RELPOWERBP,GR,OMF,7.5
INF204K01AB6,RELPOWERDP,DP,OMF,7.5
INF204K01AC4,RELPOWERDR,DR,OMF,7.5
INF204K01AE0,RELPOWERGP,GR,OMF,7.5
INF204K01FX9,RELREGSBDP,DP,OMF,7.5
INF204K01FY7,RELREGSBDR,DR,OMF,7.5
INF204K01FW1,RELREGSBGP,GR,OMF,7.5
INF204K01FR1,RELREGSDDP,DP,OMF,7.5
INF204K01FS9,RELREGSDDR,DR,OMF,7.5
INF204K01FQ3,RELREGSDGP,GR,OMF,8.5
INF204K01GC1,RELREGSEDP,DP,OMF,7.5
INF204K01GD9,RELREGSEDR,DR,OMF,7.5
INF204K01GB3,RELREGSEGP,GR,OMF,8.5
INF204KA1B80,RELREWCB,GR,OMF,7.5
INF204KA1C14,RELREWCDDP,DP,OMF,7.5
INF204KA1B72,RELREWCDG,GR,OMF,7.5
INF204KA1C06,RELREWCDP,DP,OMF,7.5
INF204KA1B64,RELREWCG,GR,OMF,7.5
INF204K01B16,RELRSBDPDP,DP,OMF,7.5
INF204K01B24,RELRSBDPDP,DR,OMF,7.5
INF204K01B08,RELRSBDPGP,GR,OMF,7.5
INF204K01A74,RELRSDDPGP,GR,OMF,7.5
INF204K01K23,RELRSEDPDP,DP,OMF,7.5
INF204K01K31,RELRSEDPDP,DR,OMF,7.5
INF204K01K49,RELRSEDPGP,GR,OMF,7.5
INF204K01B40,RELSHODPDP,DP,OMF,7.5
INF204K01B32,RELSHODPGP,GR,OMF,7.5
INF204KA1ES0,RELSHODTDP,DP,OMF,7.5
INF204KA1ET8,RELSHODTDR,DR,OMF,7.5
INF204KA1EQ4,RELSHORTDP,DP,OMF,7.5
INF204KA1ER2,RELSHORTDR,DR,OMF,7.5
INF204K01FL4,RELSHORTGP,GR,OMF,8
INF204K01FM2,RELSHORTMP,DP,OMF,7.5
INF204K01FN0,RELSHORTMR,DR,OMF,7.5
INF204K01FO8,RELSHORTQP,DP,OMF,7.5
INF204K01FP5,RELSHORTQR,DR,OMF,7.5
INF204K01J83,RELSMADPBP,GR,OMF,7.5
INF204K01J91,RELSMADPDP,DP,OMF,7.5
INF204K01K07,RELSMADPDP,DR,OMF,7.5
INF204K01K15,RELSMADPGP,GR,OMF,7.5
INF204K01HZ0,RELSMLCPBP,GR,OMF,7.5
INF204K01IA1,RELSMLCPDP,DP,OMF,7.5
INF204K01IB9,RELSMLCPDR,DR,OMF,7.5
INF204K01HY3,RELSMLCPGR,GR,OMF,7.5
INF204KA1E04,RELTAXADDP,DP,OMF,7.5
INF204K01L30,RELTAXDPDP,DP,OMF,7.5
INF204K01L48,RELTAXDPDP,DR,OMF,7.5
INF204K01L55,RELTAXDPGP,GR,OMF,7.5
INF204K01GL2,RELTAXTSDP,DP,OMF,7.5
INF204K01GM0,RELTAXTSDR,DR,OMF,7.5
INF204K01GK4,RELTAXTSGP,GR,OMF,7.5
INF204K01F04,RELVISDPDP,DP,OMF,7.5
INF204K01F12,RELVISDPDP,DR,OMF,7.5
INF204K01F20,RELVISDPGP,GR,OMF,7.5
INF204K01398,RELVISINBP,GR,OMF,7.5
INF204K01372,RELVISINDP,DP,OMF,8.5
INF204K01380,RELVISINDR,DR,OMF,8.5
INF204K01406,RELVISINGP,GR,OMF,8.5
INF205K01RN2,RGFAIM,DP,OMF,7.5
INF205K01LE4,RGFCFD1GR,GR,OMF,7.5
INF205K01SD1,RGFCOG,GR,GMF,10
INF205K01MF9,RGFLFD1G,GR,GMF,10
INF205K01ME2,RGFLFD4DR,DR,GMF,10
INF205K01NY8,RGFUSD1GR,GR,OMF,7.5
INF205K01HY0,RGFUSG,GR,OMF,7.5
INF205K01RM4,RMFAIFAG,GR,OMF,7.5
INF205K01RO0,RMFAIFAMDR,DR,OMF,7.5
INF205K01SG4,RMFCOFRG,GR,GMF,10
INF204KB17V8,RMFDP,DP,OMF,7.5
INF205K01HG7,RMFLFRG,GR,GMF,10
INF205K01HM5,RMFLFSIG,GR,GMF,10
INF204KB1ZB0,RMFNLGPGR,GR,OMF,7.5
INF204KB1ZE4,RMFNLMPDP,DP,OMF,7.5
INF204KB1ZF1,RMFNLMPDR,DR,OMF,7.5
INF204KB1R49,RMFONADDR,DR,GMF,10
INF204KB1R31,RMFONADGP,GR,GMF,10
INF204KB1Q73,RMFONDDR,DR,GMF,10
INF204KB1Q65,RMFONDGP,GR,GMF,10
INF205K01UN6,RMFSTPAG,GR,OMF,7.5
INF200K01131,SAOF-DP,DP,OMF,7.5
INF200K01149,SAOF-DR,DR,OMF,7.5
INF200K01156,SAOF-G,GR,OMF,7.5
INF200K01164,SBCF-DP,DP,OMF,7.5
INF200K01172,SBCF-DR,DR,OMF,7.5
INF200K01180,SBCF-G,GR,OMF,7.5
INF200K01QT2,SBIARDD,DR,OMF,7.5
INF200K01QX4,SBIBCDG,GR,OMF,7.5
INF200KA1481,SBIBFSFDP,DP,OMF,7.5
INF200KA1499,SBIBFSFDR,DR,OMF,7.5
INF200KA1473,SBIBFSFGR,GR,OMF,7.5
INF200K01958,SBIDYBFUND,GR,OMF,7.5
INF200K01966,SBIDYBFUND,DP,OMF,7.5
INF200K01974,SBIDYBFUND,DR,OMF,7.5
INF200KA1DB2,SBIESFRDPM,DP,OMF,7.5
INF200KA1DD8,SBIESFRDPQ,DP,OMF,7.5
INF200KA1DC0,SBIESFRDRM,DR,OMF,7.5
INF200KA1DE6,SBIESFRDRQ,DR,OMF,7.5
INF200KA1DA4,SBIESFRG,GR,OMF,7.5
INF200K01VM7,SBILDDG,GR,OMF,7.5
INF200K01UT4,SBILFDG,GR,GMF,10
INF200K01LJ4,SBIMICF,GR,OMF,7.5
INF200K01LQ9,SBIMICFFLT,GR,GMF,10
INF200K01719,SBIMIFINVP,GR,OMF,7.5
INF200K01727,SBIMIFINVP,DP,OMF,7.5
INF200K01735,SBIMIFINVP,DR,OMF,7.5
INF200K01TK5,SBIOFDG,GR,GMF,10
INF200K01MA1,SBIPLF,GR,GMF,10
INF200K01SZ5,SBISGDG,GR,GMF,10
INF200K01HZ8,SBISHDFIGR,GR,OMF,7.5
INF200K01IG6,SBISHDFRGR,GR,OMF,7.5
INF200K01HT1,SBISHFIFDP,DP,OMF,7.5
INF200K01HU9,SBISHFIFDR,DR,OMF,7.5
INF200K01HV7,SBISHFIMDP,DP,OMF,7.5
INF200K01HW5,SBISHFIMDR,DR,OMF,7.5
INF200K01MG8,SBISHFUIGR,GR,OMF,7.75
INF200K01MO2,SBISHFURGR,GR,OMF,7.5
INF200K01MM6,SBISHURFDP,DP,OMF,7.5
INF200K01MN4,SBISHURFDR,DR,OMF,7.5
INF200K01MP9,SBISHURMDP,DP,OMF,7.5
INF200K01MQ7,SBISHURMDR,DR,OMF,7.5
INF200K01T28,SBISMCF,GR,OMF,7.5
INF200K01T36,SBISMCF,DP,OMF,7.5
INF200K01T44,SBISMCF,DR,OMF,7.5
INF200K01VE4,SBISTDG,GR,OMF,7.5
INF200K01U41,SBITADF,GR,OMF,7.5
INF903J01454,SBNPPEQU13,DP,OMF,7.5
INF903J01462,SBNPPEQU14,DR,OMF,7.5
INF903J01470,SBNPPEQU15,GR,OMF,7.5
INF903J01512,SBNPPEQU19,DP,OMF,7.5
INF903J01520,SBNPPEQU20,DR,OMF,7.5
INF903J01538,SBNPPEQU21,GR,OMF,7.5
INF903J01116,SBNPPEQU46,GR,OMF,7.5
INF903J01124,SBNPPEQU47,DP,OMF,7.5
INF903J01132,SBNPPEQU48,DR,OMF,7.5
INF903J01173,SBNPPEQU52,GR,OMF,8.5
INF903J01181,SBNPPEQU53,DP,OMF,7.5
INF903J01199,SBNPPEQU53,DR,OMF,7.5
INF200KA1YT0,SCBF566D,DP,OMF,7.5
INF200KA1YU8,SCBF566DP,DP,OMF,7.5
INF200KA1YR4,SCBF566G,GR,OMF,7.5
INF200KA1YM5,SCBF566QP,GR,OMF,7.5
INF200KA1YP8,SCBF566QP,DP,OMF,7.5
INF200KA1YV6,SCBFD566A,DP,OMF,7.5
INF200KA1YO1,SCBFD566D,DP,OMF,7.5
INF200KA1YS2,SCBFD566G,DP,OMF,7.5
INF200KA1YN3,SCBFD566P,DP,OMF,7.5
INF200KA1YQ6,SCBFD566Q,DP,OMF,7.5
INF789FB1RH4,SFDPD,DP,OMF,7.5
INF789FB1RI2,SFDPR,DR,OMF,7.5
INF789FB1RJ0,SFGPG,GR,OMF,7.5
INF903J01HW6,SFIPRG,GR,OMF,7.5
INF903J01HX4,SFIPRMDP,DP,OMF,7.5
INF903J01IB8,SFIPRMDR,DR,OMF,7.5
INF903JA1JC0,SMFBCDG,GR,OMF,7.5
INF903JA1JB2,SMFBCDR,DR,OMF,7.5
INF903JA1JE6,SMFBCDR1,DR,OMF,7.5
INF903JA1IZ3,SMFBCGP,GR,OMF,7.5
INF903J01DU9,SMFEMDP,DP,OMF,7.5
INF903J01DV7,SMFEMDR,DR,OMF,7.5
INF903J01DT1,SMFEMG,GR,OMF,7.5
INF200K01UG1,SMMFDG,GR,OMF,7.5
INF903JA1HG5,SODGGR,GR,GMF,10
INF903JA1GZ7,SORGGR,GR,GMF,10
INF903J01546,SPEQU22,DP,OMF,7.5
INF903J01553,SPEQU23,DR,OMF,7.5
INF903J01561,SPEQU24,GR,OMF,7.5
INF903J01728,SPEQU40,DP,OMF,7.5
INF903J01736,SPEQU41,DR,OMF,7.5
INF903J01744,SPEQU42,GR,OMF,7.5
INF247L01AG2,SPGDG,GR,OMF,7.5
INF247L01AH0,SPGPG,GR,OMF,7.5
INF903JA1FC8,SSFDD,DR,OMF,7.5
INF903JA1FA2,SSFDG,GR,OMF,7.5
INF903JA1EZ2,SSFRD,DR,OMF,7.5
INF903JA1EX7,SSFRG,GR,OMF,7.5
INF789FA1Q91,STAID,DP,OMF,7.5
INF789FA1R09,STAIR,DR,OMF,7.5
INF767K01FL0,STD1D,DP,OMF,7.5
INF767K01FN6,STD1R,DR,OMF,7.5
INF767K01AK3,STDDD,DP,OMF,7.5
INF767K01FM8,STG1G,GR,OMF,7.5
INF789F01QA4,STIGG,GR,OMF,7.5
INF789F01QB2,STIMD,DP,OMF,7.5
INF789F01QC0,STIMR,DR,OMF,7.5
INF179K01CW2,STOFRPND,DR,OMF,100
INF789FA1R58,STQDR,DR,OMF,7.5
INF178L01202,STSG,GR,OMF,7.5
INF178L01210,STSMDP,DP,OMF,7.5
INF178L01228,STSMDR,DR,OMF,7.5
INF767K01AP2,STWDD,DP,OMF,7.5
INF767K01AQ0,STWDR,DR,OMF,7.5
INF277K016Q5,TAFA,DP,OMF,7.5
INF277K015Q7,TAFB,GR,OMF,7.5
INF277K018Q1,TAFCDP,DP,OMF,7.5
INF277K017Q3,TAFD,GR,OMF,7.5
INF277K01DB6,TATABFD,DP,OMF,7.5
INF277K01295,TATABFD,DR,OMF,7.5
INF277K01303,TATABFG,GR,OMF,7.5
INF277K01CS2,TATABFMD,DP,OMF,7.5
INF277K01CW4,TATABFMD,DR,OMF,7.5
INF277K01Z85,TATADIDZP,DP,OMF,7.5
INF277K01Z77,TATADIFGZ,GR,OMF,7.5
INF277K01DH3,TATAEOD,DP,OMF,7.5
INF277K01410,TATAEOD,DR,OMF,7.5
INF277K01428,TATAEOG,GR,OMF,7.5
INF277K01MZ6,TATAEP5PZ,DP,OMF,7.5
INF277K01NB5,TATAEPDPZ,DP,OMF,7.5
INF277K01DI1,TATAEPE5,DP,OMF,7.5
INF277K01436,TATAEPE5,DR,OMF,7.5
INF277K01NA7,TATAEPE5Z,DR,OMF,7.5
INF277K01444,TATAEPED,DR,OMF,7.5
INF277K01DJ9,TATAEPEDP,DP,OMF,7.5
INF277K01NC3,TATAEPEDZ,DR,OMF,7.5
INF277K01451,TATAEPEG,GR,OMF,7.5
INF277K01ND1,TATAEPEGZ,GR,OMF,7.5
INF277K01LZ8,TATAFD1,DR,OMF,7.5
INF277K01MA9,TATAFG1,GR,OMF,7.5
INF277K01YD8,TATAFRSIG,GR,GMF,10
INF277K01MB7,TATAFW1,DR,OMF,7.5
INF277K01MD3,TATAFWP1,DP,OMF,7.5
INF277K01DS0,TATAGROD,DP,OMF,7.5
INF277K01642,TATAGROD,DR,OMF,7.5
INF277K01626,TATAGROG,GR,OMF,7.5
INF277K014A4,TATAICDZP,DP,OMF,7.5
INF277K013A6,TATAICFGZ,GR,OMF,7.5
INF277K014C0,TATALSD01,DR,GMF,10
INF277K01LQ7,TATALSG01,GR,GMF,10
INF277K01EI9,TATASTD,DP,OMF,7.5
INF277K01964,TATASTD,DR,OMF,7.5
INF277K01972,TATASTG,GR,OMF,7.5
INF277K012S0,TBAFA,DR,OMF,7.5
INF277K010S4,TBAFB,GR,OMF,7.5
INF277K015S3,TBAFC,DR,OMF,7.5
INF277K013S8,TBAFD,GR,OMF,7.5
INF277K01Z51,TDIFDP,DP,OMF,7.5
INF277K01Z44,TDIFG,GR,OMF,7.5
INF277K01MN2,TEGFD,GR,OMF,7.5
INF277K01ML6,TEGFE,DP,OMF,7.5
INF277K01MM4,TEGFE,DR,OMF,7.5
INF277K01MO0,TEGFF,DP,OMF,7.5
INF277K01MP7,TEGFF,DR,OMF,7.5
INF277K01MI2,TEOF,DP,OMF,7.5
INF277K01MK8,TEOF,GR,OMF,7.5
INF277K01MJ0,TEOF,DR,OMF,7.5
INF277K011Y0,TFEFADR,DR,OMF,7.5
INF277K010Y2,TFEFB,GR,OMF,7.5
INF277K018X7,TFEFCDR,DR,OMF,7.5
INF277K01OK4,TFF,GR,OMF,7.5
INF277K01YE6,TFRSTF,GR,GMF,10
INF277K011A0,TICFDP,DP,OMF,7.5
INF277K010A2,TICFG,GR,OMF,7.5
INF090I01IR2,TIEIFDDP,DP,OMF,7.5
INF090I01IS0,TIEIFDDR,DR,OMF,7.5
INF090I01IT8,TIEIFDGP,GR,OMF,7.5
INF090I01932,TIEIFDP,DP,OMF,7.5
INF090I01940,TIEIFDR,DR,OMF,7.5
INF090I01957,TIEIFGP,GR,OMF,7.5
INF277K01PW6,TINR,DP,OMF,7.5
INF277K01PX4,TINR,DR,OMF,7.5
INF277K01PR6,TLF,GR,GMF,10
INF277K011L7,TMCAPFA,DP,OMF,7.5
INF277K019K2,TMCAPFB,GR,OMF,7.5
INF277K017K6,TMCAPFC,DP,OMF,7.5
INF277K015K0,TMCAPFD,GR,OMF,7.5
INF277K016T9,TOFB,GR,GMF,10
INF277K019T3,TOFC,DR,GMF,10
INF277K018T5,TOFD,GR,GMF,10
INF277K01FH8,TRSFM,GR,OMF,7.5
INF277K01QN3,TRSFMB,GR,OMF,7.5
INF277K01FG0,TRSFP,GR,OMF,7.5
INF277K016O0,TSCAPFA,DR,OMF,7.5
INF277K015O2,TSCAPFB,GR,OMF,7.5
INF277K01QR4,TSTBF,GR,OMF,7.5
INF277K01P12,TSTBFE,DP,OMF,7.5
INF277K01P20,TSTBFE,DR,OMF,7.5
INF277K01P38,TSTBFF,DP,OMF,7.5
INF277K01P46,TSTBFF,DR,OMF,7.5
INF277K01I60,TTSF96A,DP,OMF,7.5
INF277K01I94,TTSF96B,DP,OMF,7.5
INF277K01I52,TTSF96C,GR,OMF,7.5
INF277K01I86,TTSF96D,GR,OMF,7.5
INF582M01021,UNLDDR,DR,GMF,10
INF582M01682,UNLDRD,DR,GMF,10
INF582M01013,UNLGR,GR,GMF,10
INF582M01674,UNLGRD,GR,GMF,10
INF903JA1HZ5,USTDG,GR,OMF,7.5
INF903JA1HU6,USTRD,DR,OMF,7.5
INF903JA1HR2,USTRG,GR,OMF,7.5
INF903JA1HV4,USTRW,DR,OMF,7.5
INF789F01323,UTIBALANCE,GR,OMF,7.5
INF789F01307,UTIBALANCE,DP,OMF,7.5
INF789F01315,UTIBALANCE,DR,OMF,7.5
INF789F01448,UTIDYF,DP,OMF,8.5
INF789F01463,UTIDYF,GR,OMF,8.5
INF789F01455,UTIDYF,DR,OMF,8.5
INF189A01053,UTIEQUITY,DP,OMF,8.5
INF789F01513,UTIEQUITY,GR,OMF,7.5
INF789F01505,UTIEQUITY,DR,OMF,8.5
INF789F01521,UTIETSP,DP,OMF,7.5
INF789F01547,UTIETSP,GR,OMF,7.5
INF789F01539,UTIETSP,DR,OMF,7.5
INF789F01570,UTIFLOTNG,GR,OMF,7.5
INF789F01554,UTIFLOTNGD,DR,OMF,7.5
INF789F01562,UTIFLOTNGW,DR,OMF,7.5
INF789F01604,UTIGSECSTP,GR,GMF,10
INF789F01752,UTIINFRA,GR,OMF,7.5
INF789F01737,UTIINFRA,DP,OMF,7.5
INF789F01745,UTIINFRA,DR,OMF,7.5
INF789F01AZ5,UTILIQUDRI,DR,GMF,10
INF789F01BB4,UTILIQUMDR,DR,GMF,10
INF789F01794,UTIMIDCAP,DP,OMF,7.5
INF789F01810,UTIMIDCAP,GR,OMF,7.5
INF789F01802,UTIMIDCAP,DR,OMF,7.5
INF789F01877,UTIMISADV,DP,OMF,7.5
INF789F01893,UTIMISADV,GR,OMF,7.5
INF789F01885,UTIMISADV,DR,OMF,7.5
INF789F01901,UTIMISADVM,DP,OMF,7.5
INF789F01919,UTIMISADVM,DR,OMF,7.5
INF789F01927,UTIMISADVP,DP,OMF,7.5
INF789F01BF5,UTIMMFGP,GR,GMF,10
INF789F01828,UTIMNC,DP,OMF,7.5
INF789F01844,UTIMNC,GR,OMF,7.5
INF789F01836,UTIMNC,DR,OMF,7.5
INF189A01038,UTIMSHARE,DP,OMF,8.5
INF789F01976,UTIMSHARE,GR,OMF,7.5
INF789F01950,UTIMSHARE,DR,OMF,8.5
INF789F01AE0,UTIOPRTUNE,DP,OMF,8.5
INF789F01AG5,UTIOPRTUNE,GR,OMF,8.5
INF789F01AF7,UTIOPRTUNE,DR,OMF,8.5
INF789F01AH3,UTISTINCME,DP,OMF,7.5
INF789F01AJ9,UTISTINCME,GR,OMF,7.5
INF789F01AI1,UTISTINCME,DR,OMF,7.5
INF789F01331,UTITRESADV,GR,OMF,7.5
INF789F01349,UTITRESADV,DR,OMF,7.5
INF789F01273,UTITRNSPRT,DP,OMF,7.5
INF789F01299,UTITRNSPRT,GR,OMF,7.5
INF789F01281,UTITRNSPRT,DR,OMF,7.5
